Sno,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
3333,-,-,136,1,847
3334,-,-,9215,521,12078
3335,-,-,67706,6283,135796
3336,-,-,250,0,898
3337,-,-,37,1,44
3338,-,-,9,0,141
3339,-,-,141,0,280
3340,-,-,3863,15,5303
3341,-,-,149,8,383
3342,-,-,2825,101,4235
3343,-,-,11910,356,15232
3344,-,-,29,0,78
3345,-,-,34112,794,62087
3346,-,-,4005,217,8674
3347,-,-,782,1,1237
3348,-,-,1521,28,2402
3349,-,-,11601,569,18322
3350,-,-,8687,569,14358
3351,-,-,0,0,8015
3352,-,-,40,0,50
3353,-,-,4599,119,10002
3354,-,-,22,0,148
3355,-,-,3762,9,5831
3356,-,-,6104,56,8153
3357,-,-,322,6,418
3358,-,-,1553,12,2362
3359,-,-,29,0,120
3360,-,-,39313,2301,66602
3361,-,-,205,1,909
3362,-,-,20513,1710,28371
3363,-,-,6498,178,11520
3364,-,-,443,8,775
3365,-,-,3642,87,6236
3366,-,-,1520,11,2185
3367,-,-,6004,150,9721
3368,-,-,1809,22,3451
3369,-,-,148,1,932
3370,-,-,9335,525,12261
3371,-,-,69631,6531,139010
3372,-,-,258,0,921
3373,-,-,37,1,46
3374,-,-,9,0,142
3375,-,-,141,0,330
3376,-,-,3988,17,5470
3377,-,-,165,9,402
3378,-,-,3047,105,4397
3379,-,-,12213,365,15627
3380,-,-,29,0,79
3381,-,-,35339,833,64603
3382,-,-,4224,220,9553
3383,-,-,807,1,1259
3384,-,-,1602,30,2535
3385,-,-,12116,588,18893
3386,-,-,9218,580,14728
3387,-,-,0,0,8141
3388,-,-,43,0,56
3389,-,-,4779,124,10331
3390,-,-,38,0,158
3391,-,-,3958,9,6198
3392,-,-,6113,57,8209
3393,-,-,323,6,420
3394,-,-,1627,12,2419
3395,-,-,30,0,120
3396,-,-,41437,2365,70390
3397,-,-,289,2,951
3398,-,-,21088,1735,28943
3399,-,-,6925,188,12010
3400,-,-,466,8,806
3401,-,-,3818,88,6422
3402,-,-,1570,11,2207
3403,-,-,6151,164,10118
3404,-,-,1888,22,3603
3405,-,-,274,1,941
3406,-,-,9473,534,12448
3407,-,-,73792,6739,142900
3408,-,-,328,0,970
3409,-,-,42,1,46
3410,-,-,19,0,142
3411,-,-,148,0,347
3412,-,-,4123,17,5752
3413,-,-,176,9,461
3414,-,-,3099,113,4627
3415,-,-,12611,375,16009
3416,-,-,39,0,84
3417,-,-,37763,866,67468
3418,-,-,4361,225,10444
3419,-,-,897,1,1259
3420,-,-,1721,35,2623
3421,-,-,12586,596,19557
3422,-,-,9702,591,15173
3423,-,-,0,0,8493
3424,-,-,43,0,59
3425,-,-,4988,136,10884
3426,-,-,38,1,160
3427,-,-,4033,9,6321
3428,-,-,6441,57,8473
3429,-,-,329,6,423
3430,-,-,1755,12,2452
3431,-,-,32,0,155
3432,-,-,44765,2429,73780
3433,-,-,335,2,995
3434,-,-,21498,1753,29520
3435,-,-,7380,198,12463
3436,-,-,477,9,839
3437,-,-,3967,90,6549
3438,-,-,1605,12,2262
3439,-,-,6670,170,10560
3440,-,-,1943,22,3726
3441,-,-,358,1,941
3442,-,-,9619,542,12596
3443,-,-,77453,6931,147741
3444,-,-,354,0,1056
3445,-,-,42,1,46
3446,-,-,30,0,145
3447,-,-,160,0,355
3448,-,-,4291,17,5962
3449,-,-,187,9,502
3450,-,-,3192,120,4769
3451,-,-,12840,379,16296
3452,-,-,39,0,85
3453,-,-,39999,911,70977
3454,-,-,4688,230,11364
3455,-,-,1019,1,1290
3456,-,-,1758,36,2691
3457,-,-,13119,611,20193
3458,-,-,10190,606,15648
3459,-,-,0,0,8123
3460,-,-,43,0,72
3461,-,-,5196,148,11489
3462,-,-,42,1,172
3463,-,-,4259,9,6607
3464,-,-,6762,58,8716
3465,-,-,335,6,425
3466,-,-,1914,13,2545
3467,-,-,41,0,163
3468,-,-,47091,2492,77240
3469,-,-,370,2,1039
3470,-,-,22030,1771,30095
3471,-,-,8016,211,12884
3472,-,-,502,9,864
3473,-,-,4080,91,6762
3474,-,-,1643,12,2290
3475,-,-,6916,180,11005
3476,-,-,2008,22,3876
3477,-,-,358,1,946
3478,-,-,9804,546,12798
3479,-,-,79815,7106,152765
3480,-,-,393,0,1075
3481,-,-,42,1,47
3482,-,-,30,0,145
3483,-,-,162,0,371
3484,-,-,4422,17,6180
3485,-,-,187,9,502
3486,-,-,3201,122,4957
3487,-,-,13062,380,16660
3488,-,-,39,0,86
3489,-,-,41357,957,74622
3490,-,-,4766,237,12349
3491,-,-,1055,1,1325
3492,-,-,1822,37,2725
3493,-,-,13583,630,20943
3494,-,-,10535,616,16190
3495,-,-,0,0,8023
3496,-,-,43,0,72
3497,-,-,5480,157,12285
3498,-,-,54,1,177
3499,-,-,4500,9,6816
3500,-,-,6843,59,8931
3501,-,-,335,6,428
3502,-,-,1914,13,2545
3503,-,-,55,0,177
3504,-,-,49301,2558,80188
3505,-,-,420,2,1128
3506,-,-,22409,1789,30709
3507,-,-,8472,218,13427
3508,-,-,509,9,894
3509,-,-,4225,93,6966
3510,-,-,1724,12,2339
3511,-,-,7287,191,11923
3512,-,-,2110,22,4071
3513,-,-,554,1,960
3514,-,-,9971,550,12965
3515,-,-,84245,7273,159133
3516,-,-,432,0,1092
3517,-,-,42,1,47
3518,-,-,55,0,148
3519,-,-,164,0,387
3520,-,-,4606,18,6350
3521,-,-,221,10,619
3522,-,-,3320,128,5056
3523,-,-,13367,391,16944
3524,-,-,46,0,87
3525,-,-,44094,1025,78335
3526,-,-,4928,243,13436
3527,-,-,1071,1,1334
3528,-,-,1912,37,2791
3529,-,-,14215,649,21549
3530,-,-,10789,629,16711
3531,-,-,0,0,7839
3532,-,-,45,0,76
3533,-,-,5908,169,13241
3534,-,-,60,1,182
3535,-,-,5088,10,7206
3536,-,-,7118,60,9212
3537,-,-,336,6,429
3538,-,-,2091,13,2662
3539,-,-,60,0,178
3540,-,-,52607,2623,83077
3541,-,-,478,3,1198
3542,-,-,22800,1808,31320
3543,-,-,8917,223,13829
3544,-,-,529,9,916
3545,-,-,4316,94,7093
3546,-,-,1793,12,2364
3547,-,-,7507,207,13190
3548,-,-,2152,22,4189
3549,-,-,586,1,963
3550,-,-,10084,557,13186
3551,-,-,86575,7429,164626
3552,-,-,455,0,1185
3553,-,-,42,1,47
3554,-,-,55,0,148
3555,-,-,164,0,415
3556,-,-,4743,21,6614
3557,-,-,221,10,619
3558,-,-,3526,133,5216
3559,-,-,13611,399,17271
3560,-,-,49,0,88
3561,-,-,45537,1079,82275
3562,-,-,5172,247,14419
3563,-,-,1079,1,1346
3564,-,-,2018,38,2823
3565,-,-,14808,660,22147
3566,-,-,11193,639,17283
3567,-,-,0,0,7285
3568,-,-,46,0,90
3569,-,-,6232,180,13891
3570,-,-,61,1,187
3571,-,-,5333,11,7752
3572,-,-,7390,62,9640
3573,-,-,349,6,435
3574,-,-,2173,13,2761
3575,-,-,77,0,203
3576,-,-,56235,2680,85161
3577,-,-,478,3,1198
3578,-,-,23240,1827,31938
3579,-,-,9502,232,14210
3580,-,-,556,9,942
3581,-,-,4585,95,7237
3582,-,-,1845,15,2426
3583,-,-,7683,226,14295
3584,-,-,2152,22,4189
3585,-,-,616,1,964
3586,-,-,10199,564,13370
3587,-,-,88960,7610,169883
3588,-,-,494,0,1227
3589,-,-,42,1,47
3590,-,-,55,0,148
3591,-,-,168,0,434
3592,-,-,4946,23,6859
3593,-,-,221,10,619
3594,-,-,3764,138,5418
3595,-,-,13618,405,17660
3596,-,-,50,0,88
3597,-,-,47749,1141,86224
3598,-,-,5582,253,15394
3599,-,-,1085,1,1380
3600,-,-,2111,39,2831
3601,-,-,15506,672,22828
3602,-,-,11719,653,17907
3603,-,-,0,0,7004
3604,-,-,50,0,97
3605,-,-,6511,187,14595
3606,-,-,62,1,191
3607,-,-,5647,12,8227
3608,-,-,7687,67,10043
3609,-,-,364,6,440
3610,-,-,2250,13,2860
3611,-,-,82,0,213
3612,-,-,58348,2742,87360
3613,-,-,596,3,1315
3614,-,-,23662,1846,32557
3615,-,-,9972,236,14548
3616,-,-,580,10,953
3617,-,-,4722,101,7497
3618,-,-,1884,15,2490
3619,-,-,7918,246,15242
3620,-,-,2306,24,4442
3621,-,-,648,1,973
3622,-,-,10395,572,13593
3623,-,-,90911,7855,174761
3624,-,-,553,0,1234
3625,-,-,42,1,52
3626,-,-,122,0,160
3627,-,-,168,0,459
3628,-,-,5189,25,7065
3629,-,-,272,12,714
3630,-,-,3867,144,5568
3631,-,-,14220,413,18014
3632,-,-,52,0,89
3633,-,-,50074,1201,90167
3634,-,-,7294,260,16339
3635,-,-,1086,1,1388
3636,-,-,2231,41,2881
3637,-,-,16084,697,23492
3638,-,-,12130,668,18559
3639,-,-,0,0,6915
3640,-,-,50,0,100
3641,-,-,6988,193,15252
3642,-,-,66,1,195
3643,-,-,5851,12,8582
3644,-,-,7946,70,10249
3645,-,-,367,6,446
3646,-,-,2303,14,2940
3647,-,-,86,0,215
3648,-,-,59992,2803,89802
3649,-,-,670,4,1387
3650,-,-,24030,1867,33232
3651,-,-,10499,240,14941
3652,-,-,614,10,979
3653,-,-,4856,105,7695
3654,-,-,1931,15,2521
3655,-,-,8063,253,16514
3656,-,-,2439,24,4593
3657,-,-,694,1,990
3658,-,-,10655,581,13861
3659,-,-,93154,8053,180298
3660,-,-,579,0,1260
3661,-,-,42,1,52
3662,-,-,123,0,160
3663,-,-,168,0,459
3664,-,-,5353,25,7316
3665,-,-,272,12,714
3666,-,-,3867,149,5668
3667,-,-,14574,421,18312
3668,-,-,53,0,101
3669,-,-,52926,1264,94049
3670,-,-,8082,267,17357
3671,-,-,1093,1,1396
3672,-,-,2317,41,2947
3673,-,-,16629,718,24056
3674,-,-,12528,683,19170
3675,-,-,0,0,6832
3676,-,-,51,0,109
3677,-,-,7313,198,16097
3678,-,-,66,1,195
3679,-,-,6106,12,9013
3680,-,-,8020,77,10471
3681,-,-,389,6,450
3682,-,-,2385,14,3013
3683,-,-,89,0,230
3684,-,-,63007,2864,92175
3685,-,-,734,4,1482
3686,-,-,24593,1886,33913
3687,-,-,11019,251,15509
3688,-,-,628,10,1014
3689,-,-,4974,115,7849
3690,-,-,1983,15,2584
3691,-,-,8334,272,18016
3692,-,-,2640,25,4753
3693,-,-,730,1,990
3694,-,-,10815,589,14106
3695,-,-,101172,8178,186626
3696,-,-,617,0,1279
3697,-,-,42,1,56
3698,-,-,126,0,162
3699,-,-,182,0,501
3700,-,-,5502,27,7545
3701,-,-,331,12,802
3702,-,-,4144,152,5784
3703,-,-,14948,430,18662
3704,-,-,53,0,102
3705,-,-,56021,1321,98392
3706,-,-,9069,275,18570
3707,-,-,1146,1,1435
3708,-,-,2405,42,2984
3709,-,-,17221,735,24825
3710,-,-,13037,699,19819
3711,-,-,0,0,6031
3712,-,-,54,0,116
3713,-,-,7632,206,16934
3714,-,-,75,1,252
3715,-,-,6349,14,9673
3716,-,-,8214,80,10954
3717,-,-,393,6,457
3718,-,-,2437,14,3065
3719,-,-,96,0,257
3720,-,-,65624,2923,94695
3721,-,-,734,4,1482
3722,-,-,24933,1904,34600
3723,-,-,11691,255,16003
3724,-,-,667,10,1033
3725,-,-,5075,119,8019
3726,-,-,2001,15,2695
3727,-,-,8805,293,19710
3728,-,-,2841,25,4964
3729,-,-,777,1,1001
3730,-,-,11049,593,14297
3731,-,-,104687,8376,192990
3732,-,-,639,0,1316
3733,-,-,43,1,62
3734,-,-,126,0,162
3735,-,-,228,0,539
3736,-,-,5705,29,8106
3737,-,-,331,12,802
3738,-,-,4266,157,5937
3739,-,-,15281,440,19052
3740,-,-,53,0,102
3741,-,-,58378,1385,102721
3742,-,-,10195,283,20462
3743,-,-,1199,1,1525
3744,-,-,2481,42,3048
3745,-,-,17597,749,25797
3746,-,-,13571,717,20488
3747,-,-,0,0,4999
3748,-,-,66,0,119
3749,-,-,8008,218,17699
3750,-,-,76,1,259
3751,-,-,6657,14,10668
3752,-,-,8686,89,11700
3753,-,-,395,6,460
3754,-,-,2549,14,3161
3755,-,-,96,0,271
3756,-,-,68256,3004,97200
3757,-,-,825,6,1684
3758,-,-,25406,1925,35312
3759,-,-,12257,260,16548
3760,-,-,704,11,1046
3761,-,-,5143,127,8246
3762,-,-,2035,17,2739
3763,-,-,9244,335,21549
3764,-,-,3048,25,5204
3765,-,-,826,1,1005
3766,-,-,11234,598,14604
3767,-,-,108082,8671,200064
3768,-,-,667,0,1325
3769,-,-,43,1,62
3770,-,-,130,0,164
3771,-,-,228,0,563
3772,-,-,5934,34,8601
3773,-,-,331,12,802
3774,-,-,4306,162,6109
3775,-,-,15640,447,19532
3776,-,-,58,0,103
3777,-,-,60592,1450,107001
3778,-,-,11537,288,22312
3779,-,-,1202,1,1546
3780,-,-,2502,42,3093
3781,-,-,18154,773,26554
3782,-,-,14166,736,21231
3783,-,-,0,0,4629
3784,-,-,72,0,125
3785,-,-,8422,232,18697
3786,-,-,78,1,269
3787,-,-,7125,14,11388
3788,-,-,8765,95,11876
3789,-,-,395,6,466
3790,-,-,2601,14,3207
3791,-,-,106,0,271
3792,-,-,71339,3067,99444
3793,-,-,936,7,1761
3794,-,-,25892,1943,36037
3795,-,-,12944,265,17005
3796,-,-,737,11,1063
3797,-,-,5255,132,8429
3798,-,-,2045,19,2781
3799,-,-,9847,372,23474
3800,-,-,3174,25,5429
3801,-,-,826,1,1005
3802,-,-,11411,608,14930
3803,-,-,111740,8822,206619
3804,-,-,688,0,1366
3805,-,-,43,1,62
3806,-,-,130,0,186
3807,-,-,231,0,590
3808,-,-,6224,36,9070
3809,-,-,331,12,802
3810,-,-,4408,164,6283
3811,-,-,15928,456,20164
3812,-,-,61,0,123
3813,-,-,62778,1510,111151
3814,-,-,12703,295,23902
3815,-,-,1202,1,1568
3816,-,-,2524,42,3124
3817,-,-,18761,785,27707
3818,-,-,14711,757,22126
3819,-,-,0,0,4913
3820,-,-,74,0,141
3821,-,-,8920,239,20019
3822,-,-,92,2,270
3823,-,-,7882,14,12160
3824,-,-,8997,97,12125
3825,-,-,401,6,489
3826,-,-,2667,14,3305
3827,-,-,114,0,297
3828,-,-,72088,3115,100823
3829,-,-,1061,7,1813
3830,-,-,26315,1960,36772
3831,-,-,13335,276,17504
3832,-,-,763,11,1077
3833,-,-,5318,138,8675
3834,-,-,2068,20,2847
3835,-,-,10527,401,25317
3836,-,-,3341,27,5622
3837,-,-,836,1,1005
3838,-,-,11579,617,15284
3839,-,-,115262,9026,211987
3840,-,-,734,0,1390
3841,-,-,43,1,80
3842,-,-,133,0,197
3843,-,-,243,0,625
3844,-,-,6486,38,9526
3845,-,-,331,12,802
3846,-,-,4494,169,6491
3847,-,-,16278,461,20688
3848,-,-,65,0,125
3849,-,-,66571,1571,114978
3850,-,-,14781,306,25733
3851,-,-,1219,1,1680
3852,-,-,2586,42,3161
3853,-,-,19109,809,28636
3854,-,-,15235,779,22987
3855,-,-,0,0,5034
3856,-,-,75,0,147
3857,-,-,9745,252,21197
3858,-,-,105,2,276
3859,-,-,8329,14,12522
3860,-,-,9284,104,12570
3861,-,-,401,7,494
3862,-,-,2751,14,3415
3863,-,-,183,0,405
3864,-,-,74217,3165,102831
3865,-,-,1156,8,1903
3866,-,-,26720,1977,37550
3867,-,-,13645,279,17999
3868,-,-,790,11,1083
3869,-,-,5399,143,8931
3870,-,-,2104,22,2996
3871,-,-,11098,416,26815
3872,-,-,3452,27,5894
3873,-,-,836,1,1041
3874,-,-,11768,622,15627
3875,-,-,118558,9250,217121
3876,-,-,771,0,1430
3877,-,-,43,1,80
3878,-,-,133,0,197
3879,-,-,243,0,625
3880,-,-,6703,42,10097
3881,-,-,434,14,930
3882,-,-,4554,175,6749
3883,-,-,16575,472,21404
3884,-,-,70,0,125
3885,-,-,71116,1636,118594
3886,-,-,16287,313,27612
3887,-,-,1248,1,1704
3888,-,-,2621,43,3230
3889,-,-,19627,827,29968
3890,-,-,15790,804,23837
3891,-,-,0,0,5018
3892,-,-,77,0,149
3893,-,-,11101,264,22259
3894,-,-,109,2,287
3895,-,-,8729,16,13336
3896,-,-,9554,107,13189
3897,-,-,402,7,513
3898,-,-,2835,14,3525
3899,-,-,184,0,408
3900,-,-,78199,3213,104864
3901,-,-,1207,8,2039
3902,-,-,27289,1993,38333
3903,-,-,14106,282,18690
3904,-,-,833,11,1101
3905,-,-,5567,149,9261
3906,-,-,2170,22,3096
3907,-,-,11876,470,28877
3908,-,-,3559,27,6195
3909,-,-,836,1,1041
3910,-,-,11987,629,16036
3911,-,-,123192,9448,223724
3912,-,-,793,0,1435
3913,-,-,43,1,80
3914,-,-,133,0,197
3915,-,-,304,0,657
3916,-,-,7006,48,10624
3917,-,-,480,14,1008
3918,-,-,4828,178,6907
3919,-,-,16866,482,22063
3920,-,-,71,0,133
3921,-,-,74167,1700,122350
3922,-,-,17279,324,29536
3923,-,-,1324,1,1761
3924,-,-,2650,46,3258
3925,-,-,20331,845,31156
3926,-,-,16291,827,24823
3927,-,-,0,0,4385
3928,-,-,83,0,151
3929,-,-,12154,277,23814
3930,-,-,120,2,302
3931,-,-,8729,22,14032
3932,-,-,9816,115,13944
3933,-,-,403,7,523
3934,-,-,2903,15,3675
3935,-,-,189,0,411
3936,-,-,82226,3258,107051
3937,-,-,1273,9,2151
3938,-,-,27718,2008,39194
3939,-,-,14510,287,19369
3940,-,-,846,11,1140
3941,-,-,5695,154,9501
3942,-,-,2208,23,3246
3943,-,-,12833,486,31105
3944,-,-,3708,27,6534
3945,-,-,915,1,1055
3946,-,-,12232,634,16341
3947,-,-,127259,9667,230599
3948,-,-,799,0,1450
3949,-,-,66,2,113
3950,-,-,133,0,197
3951,-,-,304,0,673
3952,-,-,7407,52,11201
3953,-,-,584,14,1151
3954,-,-,4945,183,7140
3955,-,-,17070,491,22563
3956,-,-,72,0,134
3957,-,-,78161,1765,126581
3958,-,-,18192,331,30946
3959,-,-,1338,1,1776
3960,-,-,2672,46,3305
3961,-,-,21127,862,32362
3962,-,-,16826,854,25911
3963,-,-,0,0,4161
3964,-,-,92,0,156
3965,-,-,13194,292,25422
3966,-,-,120,2,335
3967,-,-,9147,27,14600
3968,-,-,10109,119,14575
3969,-,-,408,7,539
3970,-,-,3028,17,3767
3971,-,-,211,0,459
3972,-,-,84694,3300,109140
3973,-,-,1347,9,2251
3974,-,-,28147,2022,40069
3975,-,-,14904,290,19934
3976,-,-,883,11,1171
3977,-,-,5786,159,9888
3978,-,-,2224,23,3419
3979,-,-,13836,543,33418
3980,-,-,3820,27,6950
3981,-,-,917,1,1064
3982,-,-,12481,638,16657
3983,-,-,132625,9893,238461
3984,-,-,832,0,1582
3985,-,-,66,2,207
3986,-,-,143,0,226
3987,-,-,304,0,732
3988,-,-,7972,56,11956
3989,-,-,637,17,1272
3990,-,-,5017,187,7357
3991,-,-,17620,497,23174
3992,-,-,80,0,134
3993,-,-,82324,1829,130261
3994,-,-,19205,339,32224
3995,-,-,1372,1,1918
3996,-,-,2706,46,3373
3997,-,-,21787,889,33700
3998,-,-,17348,880,27109
3999,-,-,0,0,3416
4000,-,-,93,0,163
4001,-,-,14393,309,27235
4002,-,-,125,2,341
4003,-,-,9150,35,15536
4004,-,-,10685,131,15373
4005,-,-,413,7,555
4006,-,-,3070,17,3897
4007,-,-,226,0,471
4008,-,-,87692,3334,110921
4009,-,-,1428,12,2368
4010,-,-,28649,2032,40941
4011,-,-,15394,297,20582
4012,-,-,908,11,1182
4013,-,-,5895,169,10156
4014,-,-,2243,23,3613
4015,-,-,14716,613,36216
4016,-,-,3963,29,7438
4017,-,-,928,1,1077
4018,-,-,12679,644,17201
4019,-,-,136985,10116,246600
4020,-,-,843,0,1593
4021,-,-,66,2,207
4022,-,-,150,0,227
4023,-,-,313,0,748
4024,-,-,8360,61,12526
4025,-,-,690,18,1337
4026,-,-,5040,195,7587
4027,-,-,17869,503,23748
4028,-,-,80,0,151
4029,-,-,85915,1898,134226
4030,-,-,20919,348,33402
4031,-,-,1375,2,1949
4032,-,-,2718,46,3417
4033,-,-,22689,913,35092
4034,-,-,17959,906,28453
4035,-,-,0,0,3024
4036,-,-,93,0,163
4037,-,-,15412,328,29168
4038,-,-,138,2,359
4039,-,-,10426,35,16071
4040,-,-,11498,143,16642
4041,-,-,417,8,559
4042,-,-,3153,19,4059
4043,-,-,245,0,479
4044,-,-,89968,3371,112494
4045,-,-,1487,14,2453
4046,-,-,29162,2045,41820
4047,-,-,15983,301,21240
4048,-,-,929,11,1213
4049,-,-,5979,179,10513
4050,-,-,2308,30,3756
4051,-,-,15409,684,38843
4052,-,-,4095,31,7873
4053,-,-,928,1,1086
4054,-,-,12876,653,17632
4055,-,-,140325,10289,254427
4056,-,-,896,0,1609
4057,-,-,66,2,306
4058,-,-,150,0,231
4059,-,-,327,0,774
4060,-,-,8750,64,13121
4061,-,-,739,18,1418
4062,-,-,5392,199,7821
4063,-,-,18103,510,24392
4064,-,-,81,0,153
4065,-,-,89532,1966,138470
4066,-,-,22482,356,34671
4067,-,-,1421,2,2054
4068,-,-,2786,47,3537
4069,-,-,23334,934,36476
4070,-,-,18581,932,30013
4071,-,-,0,0,2358
4072,-,-,109,0,166
4073,-,-,16464,365,31103
4074,-,-,145,2,387
4075,-,-,10894,36,16806
4076,-,-,12317,160,17959
4077,-,-,423,8,588
4078,-,-,3202,19,4217
4079,-,-,268,1,495
4080,-,-,91312,3411,113740
4081,-,-,1540,17,2583
4082,-,-,29770,2055,42722
4083,-,-,16602,308,21894
4084,-,-,940,11,1243
4085,-,-,6095,187,10827
4086,-,-,2351,33,3898
4087,-,-,16248,757,41581
4088,-,-,4257,33,8322
4089,-,-,946,1,1093
4090,-,-,13208,663,18207
4091,-,-,144507,10482,260924
4092,-,-,970,0,1626
4093,-,-,66,2,318
4094,-,-,151,0,233
4095,-,-,340,0,845
4096,-,-,9255,70,13737
4097,-,-,785,18,1468
4098,-,-,5586,204,8178
4099,-,-,18630,525,24936
4100,-,-,86,0,192
4101,-,-,92567,2032,142798
4102,-,-,23679,365,36221
4103,-,-,1475,2,2080
4104,-,-,2856,49,3608
4105,-,-,24203,955,38130
4106,-,-,19213,956,31448
4107,-,-,0,0,2179
4108,-,-,109,0,166
4109,-,-,17467,408,33019
4110,-,-,153,3,462
4111,-,-,11416,40,17807
4112,-,-,12849,174,19284
4113,-,-,446,10,600
4114,-,-,3275,20,4379
4115,-,-,310,1,520
4116,-,-,93236,3446,115346
4117,-,-,1607,18,2753
4118,-,-,30503,2069,43637
4119,-,-,17090,312,22628
4120,-,-,951,11,1309
4121,-,-,6223,195,11173
4122,-,-,2427,36,4091
4123,-,-,17390,842,44077
4124,-,-,4438,34,8930
4125,-,-,946,1,1093
4126,-,-,13575,673,19005
4127,-,-,149007,10695,267665
4128,-,-,970,0,1672
4129,-,-,66,2,318
4130,-,-,159,0,238
4131,-,-,346,0,896
4132,-,-,9864,74,14280
4133,-,-,829,18,1531
4134,-,-,5663,213,8511
4135,-,-,19161,525,25571
4136,-,-,87,0,209
4137,-,-,97310,2099,147324
4138,-,-,24840,375,37745
4139,-,-,1538,2,2170
4140,-,-,2867,50,3686
4141,-,-,24983,983,39724
4142,-,-,19931,980,32838
4143,-,-,0,0,1524
4144,-,-,130,0,176
4145,-,-,18378,452,35451
4146,-,-,153,3,462
4147,-,-,12173,46,18666
4148,-,-,13462,180,20612
4149,-,-,459,11,625
4150,-,-,3324,20,4539
4151,-,-,357,2,539
4152,-,-,95699,3487,116993
4153,-,-,1674,18,2951
4154,-,-,31286,2079,44552
4155,-,-,17667,319,23306
4156,-,-,979,11,1341
4157,-,-,6337,206,11666
4158,-,-,2485,38,4320
4159,-,-,18466,928,47253
4160,-,-,4634,35,9553
4161,-,-,964,1,1142
4162,-,-,13908,682,19643
4163,-,-,152613,10928,275640
4164,-,-,989,0,1700
4165,-,-,66,2,346
4166,-,-,159,0,238
4167,-,-,348,0,902
4168,-,-,10476,77,14898
4169,-,-,889,21,1596
4170,-,-,5867,221,8799
4171,-,-,19502,530,26437
4172,-,-,87,0,220
4173,-,-,102310,2167,151820
4174,-,-,25999,386,39342
4175,-,-,1604,3,2268
4176,-,-,2948,50,3785
4177,-,-,25743,1012,41383
4178,-,-,20680,1000,34427
4179,-,-,0,0,1285
4180,-,-,133,0,180
4181,-,-,19393,492,38044
4182,-,-,153,3,543
4183,-,-,12888,48,19754
4184,-,-,14018,197,21764
4185,-,-,476,11,651
4186,-,-,3451,21,4732
4187,-,-,371,2,552
4188,-,-,97693,3545,118645
4189,-,-,1817,19,3108
4190,-,-,32103,2089,45481
4191,-,-,18185,322,24002
4192,-,-,984,11,1377
4193,-,-,6446,222,12156
4194,-,-,2513,42,4624
4195,-,-,19729,1032,51422
4196,-,-,4862,37,10275
4197,-,-,970,1,1147
4198,-,-,14127,689,20378
4199,-,-,158140,11194,284281
4200,-,-,1129,0,1764
4201,-,-,66,2,377
4202,-,-,160,0,272
4203,-,-,391,0,916
4204,-,-,10877,79,15392
4205,-,-,947,22,1743
4206,-,-,6277,230,9094
4207,-,-,19970,538,27174
4208,-,-,88,0,243
4209,-,-,107416,2236,156369
4210,-,-,27295,396,41018
4211,-,-,1604,3,2283
4212,-,-,2995,50,3982
4213,-,-,26675,1046,43441
4214,-,-,21415,1023,36117
4215,-,-,0,0,531
4216,-,-,142,0,194
4217,-,-,20298,534,40646
4218,-,-,175,3,609
4219,-,-,14105,51,20646
4220,-,-,14621,201,23589
4221,-,-,480,11,660
4222,-,-,3512,23,4964
4223,-,-,401,2,585
4224,-,-,99301,3571,120107
4225,-,-,1946,21,3304
4226,-,-,32973,2106,46430
4227,-,-,18718,327,24797
4228,-,-,1024,11,1417
4229,-,-,6558,231,12757
4230,-,-,2570,46,4921
4231,-,-,20757,1147,55115
4232,-,-,4995,38,11066
4233,-,-,973,1,1151
4234,-,-,14514,697,21081
4235,-,-,160357,11452,292589
4236,-,-,1163,0,1800
4237,-,-,66,2,403
4238,-,-,160,0,282
4239,-,-,405,0,956
4240,-,-,11330,83,16110
4241,-,-,1014,25,1832
4242,-,-,6373,239,9442
4243,-,-,20626,546,27789
4244,-,-,90,0,266
4245,-,-,110807,2315,160907
4246,-,-,28705,403,42496
4247,-,-,1684,3,2366
4248,-,-,3021,51,4102
4249,-,-,27634,1084,45163
4250,-,-,22253,1049,38011
4251,-,-,0,0,163
4252,-,-,145,0,198
4253,-,-,21763,586,44609
4254,-,-,274,3,650
4255,-,-,15165,53,22918
4256,-,-,15536,208,25136
4257,-,-,485,12,700
4258,-,-,3658,24,5233
4259,-,-,414,2,602
4260,-,-,101274,3597,121582
4261,-,-,2038,21,3484
4262,-,-,34035,2122,47390
4263,-,-,19318,344,25547
4264,-,-,1036,11,1457
4265,-,-,7165,236,13198
4266,-,-,2611,46,5342
4267,-,-,21775,1240,59652
4268,-,-,5199,40,11659
4269,-,-,985,1,1159
4270,-,-,14864,706,21763
4271,-,-,165663,11596,300937
4272,-,-,1182,0,1891
4273,-,-,66,2,418
4274,-,-,167,0,284
4275,-,-,432,0,978
4276,-,-,11937,86,16701
4277,-,-,1066,28,1894
4278,-,-,6454,246,9792
4279,-,-,21144,553,28500
4280,-,-,90,0,275
4281,-,-,113856,2403,165714
4282,-,-,30607,409,43780
4283,-,-,1735,5,2654
4284,-,-,3081,52,4276
4285,-,-,28664,1108,47036
4286,-,-,23539,1076,40209
4287,-,-,145,0,203
4288,-,-,22890,642,49650
4289,-,-,282,3,740
4290,-,-,16023,57,23999
4291,-,-,16308,217,26569
4292,-,-,488,12,717
4293,-,-,3775,24,5407
4294,-,-,414,2,605
4295,-,-,103134,3628,122793
4296,-,-,2218,22,3657
