Sno,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
2345,-,-,1,0,2
2346,-,-,62,4,616
2347,-,-,900,13,2983
2348,-,-,187,4,266
2349,-,-,79,0,361
2350,-,-,0,0,2
2351,-,-,7223,288,14465
2352,-,-,28,0,67
2353,-,-,7139,915,14821
2354,-,-,824,17,1305
2355,-,-,67,5,247
2356,-,-,833,24,1759
2357,-,-,175,4,426
2358,-,-,748,44,2283
2359,-,-,542,6,963
2360,-,-,43,0,53
2361,-,-,3689,305,7024
2362,-,-,16954,1792,54758
2363,-,-,4,0,39
2364,-,-,12,1,15
2365,-,-,1,0,1
2366,-,-,0,0,4
2367,-,-,733,7,1517
2368,-,-,12,0,46
2369,-,-,1918,40,2106
2370,-,-,4171,170,7536
2371,-,-,0,0,1
2372,-,-,9342,127,17728
2373,-,-,1284,57,1991
2374,-,-,165,0,207
2375,-,-,64,4,401
2376,-,-,3698,170,6548
2377,-,-,1486,283,4009
2378,-,-,0,0,4013
2379,-,-,33,0,33
2380,-,-,2057,58,3171
2381,-,-,1,0,2
2382,-,-,87,4,781
2383,-,-,1083,15,3061
2384,-,-,187,4,279
2385,-,-,83,0,369
2386,-,-,0,0,2
2387,-,-,7264,303,15257
2388,-,-,37,0,68
2389,-,-,7549,938,15195
2390,-,-,838,18,1381
2391,-,-,70,5,273
2392,-,-,854,26,1921
2393,-,-,185,4,448
2394,-,-,781,47,2418
2395,-,-,552,7,1004
2396,-,-,43,0,53
2397,-,-,3927,313,7261
2398,-,-,17918,1897,56948
2399,-,-,4,0,44
2400,-,-,12,1,20
2401,-,-,1,0,1
2402,-,-,0,0,4
2403,-,-,733,7,1593
2404,-,-,12,0,46
2405,-,-,1918,40,2139
2406,-,-,4457,173,7703
2407,-,-,0,0,1
2408,-,-,9909,133,18545
2409,-,-,1284,63,2098
2410,-,-,165,0,230
2411,-,-,79,4,469
2412,-,-,3991,182,6991
2413,-,-,1578,289,4192
2414,-,-,0,0,4332
2415,-,-,33,0,33
2416,-,-,2125,59,3251
2417,-,-,1,0,3
2418,-,-,104,4,856
2419,-,-,1211,15,3296
2420,-,-,189,4,288
2421,-,-,83,0,399
2422,-,-,0,0,2
2423,-,-,7495,316,16281
2424,-,-,38,0,69
2425,-,-,8003,960,15562
2426,-,-,881,19,1504
2427,-,-,70,5,276
2428,-,-,859,27,2036
2429,-,-,212,4,469
2430,-,-,834,47,2533
2431,-,-,555,7,1088
2432,-,-,43,0,73
2433,-,-,4050,321,7453
2434,-,-,18616,1982,59546
2435,-,-,5,0,55
2436,-,-,12,1,21
2437,-,-,1,0,1
2438,-,-,0,0,18
2439,-,-,887,7,1660
2440,-,-,14,0,51
2441,-,-,1946,40,2158
2442,-,-,4817,180,8067
2443,-,-,0,0,1
2444,-,-,10548,145,19372
2445,-,-,1345,67,2256
2446,-,-,167,0,242
2447,-,-,79,4,500
2448,-,-,4215,197,7170
2449,-,-,1668,295,4536
2450,-,-,0,0,4673
2451,-,-,33,0,33
2452,-,-,2226,60,3436
2453,-,-,1,0,3
2454,-,-,125,4,1024
2455,-,-,1211,15,3376
2456,-,-,189,4,289
2457,-,-,100,1,415
2458,-,-,0,0,2
2459,-,-,7846,398,17386
2460,-,-,41,0,69
2461,-,-,8611,980,15934
2462,-,-,940,19,1721
2463,-,-,87,5,295
2464,-,-,875,28,2164
2465,-,-,216,5,511
2466,-,-,894,48,2781
2467,-,-,565,8,1150
2468,-,-,43,0,74
2469,-,-,4269,334,7645
2470,-,-,26997,2098,62228
2471,-,-,8,0,59
2472,-,-,12,1,27
2473,-,-,1,0,1
2474,-,-,0,0,25
2475,-,-,887,7,1723
2476,-,-,14,0,51
2477,-,-,1949,42,2197
2478,-,-,5244,184,8365
2479,-,-,0,0,1
2480,-,-,11313,154,20246
2481,-,-,1381,71,2425
2482,-,-,171,0,251
2483,-,-,102,5,716
2484,-,-,4244,198,7284
2485,-,-,1775,302,4813
2486,-,-,0,0,5043
2487,-,-,33,0,33
2488,-,-,2289,60,3569
2489,-,-,1,0,4
2490,-,-,163,4,1185
2491,-,-,1618,20,3636
2492,-,-,189,4,289
2493,-,-,102,1,447
2494,-,-,0,0,2
2495,-,-,8075,416,18549
2496,-,-,41,0,70
2497,-,-,9230,1007,16343
2498,-,-,971,20,1923
2499,-,-,111,5,313
2500,-,-,908,28,2341
2501,-,-,256,5,563
2502,-,-,997,48,2922
2503,-,-,575,9,1208
2504,-,-,43,0,74
2505,-,-,4444,343,7891
2506,-,-,28081,2197,65168
2507,-,-,8,0,62
2508,-,-,12,1,27
2509,-,-,1,0,1
2510,-,-,0,0,36
2511,-,-,1050,7,1819
2512,-,-,14,0,51
2513,-,-,1967,44,2233
2514,-,-,5739,193,8617
2515,-,-,0,0,1
2516,-,-,12000,160,21184
2517,-,-,1412,77,2499
2518,-,-,172,0,268
2519,-,-,102,5,749
2520,-,-,4410,201,7445
2521,-,-,1970,309,5130
2522,-,-,0,0,5491
2523,-,-,33,0,33
2524,-,-,2349,62,3679
2525,-,-,1,0,4
2526,-,-,185,4,1272
2527,-,-,1710,21,3815
2528,-,-,199,4,293
2529,-,-,115,1,498
2530,-,-,0,0,2
2531,-,-,8478,473,19844
2532,-,-,42,0,70
2533,-,-,9919,1038,16779
2534,-,-,1048,20,2091
2535,-,-,120,5,331
2536,-,-,927,28,2446
2537,-,-,256,5,610
2538,-,-,1218,51,3221
2539,-,-,590,9,1269
2540,-,-,43,0,74
2541,-,-,4842,350,8089
2542,-,-,29329,2286,67655
2543,-,-,11,0,71
2544,-,-,12,1,27
2545,-,-,1,0,1
2546,-,-,0,0,43
2547,-,-,1126,7,1948
2548,-,-,25,0,70
2549,-,-,1987,45,2263
2550,-,-,5927,194,8831
2551,-,-,0,0,1
2552,-,-,12757,173,22333
2553,-,-,1428,82,2698
2554,-,-,173,0,313
2555,-,-,102,5,907
2556,-,-,4709,213,7823
2557,-,-,2157,317,5501
2558,-,-,0,0,5630
2559,-,-,33,0,33
2560,-,-,2378,64,3783
2561,-,-,1,0,22
2562,-,-,277,4,1390
2563,-,-,1900,24,3926
2564,-,-,199,4,294
2565,-,-,122,1,547
2566,-,-,1,0,3
2567,-,-,8746,523,20834
2568,-,-,42,0,71
2569,-,-,10780,1063,17200
2570,-,-,1055,21,2356
2571,-,-,122,5,340
2572,-,-,946,31,2601
2573,-,-,296,5,659
2574,-,-,1328,52,3408
2575,-,-,608,10,1326
2576,-,-,43,0,77
2577,-,-,5003,358,8283
2578,-,-,30108,2362,70013
2579,-,-,11,0,83
2580,-,-,12,1,27
2581,-,-,1,0,1
2582,-,-,0,0,43
2583,-,-,1245,7,2104
2584,-,-,25,0,74
2585,-,-,2000,45,2301
2586,-,-,6040,198,8980
2587,-,-,0,0,1
2588,-,-,13170,184,23495
2589,-,-,1491,88,2792
2590,-,-,173,0,420
2591,-,-,222,6,958
2592,-,-,4843,217,8075
2593,-,-,2306,325,5772
2594,-,-,0,0,6414
2595,-,-,33,0,33
2596,-,-,2421,64,3898
2597,-,-,1,0,22
2598,-,-,324,4,1513
2599,-,-,1946,24,4155
2600,-,-,214,5,301
2601,-,-,130,1,564
2602,-,-,1,0,4
2603,-,-,9243,556,22132
2604,-,-,57,0,79
2605,-,-,11894,1092,17617
2606,-,-,1069,23,2652
2607,-,-,140,5,345
2608,-,-,953,33,2718
2609,-,-,320,5,712
2610,-,-,1403,52,3796
2611,-,-,627,11,1412
2612,-,-,47,1,81
2613,-,-,5221,364,8420
2614,-,-,31333,2465,72300
2615,-,-,14,0,89
2616,-,-,12,1,27
2617,-,-,1,0,13
2618,-,-,0,0,49
2619,-,-,1325,7,2245
2620,-,-,25,0,82
2621,-,-,2017,46,2342
2622,-,-,6435,203,9373
2623,-,-,0,0,1
2624,-,-,13706,197,24586
2625,-,-,1526,92,2891
2626,-,-,173,0,468
2627,-,-,252,7,1043
2628,-,-,5030,222,8361
2629,-,-,2410,335,6168
2630,-,-,0,0,7123
2631,-,-,33,0,33
2632,-,-,2466,68,4080
2633,-,-,1,0,38
2634,-,-,413,4,1672
2635,-,-,2077,25,4390
2636,-,-,214,5,301
2637,-,-,188,2,668
2638,-,-,1,0,8
2639,-,-,9542,606,23645
2640,-,-,57,0,79
2641,-,-,12212,1122,18100
2642,-,-,1089,23,2954
2643,-,-,150,5,359
2644,-,-,1007,34,2857
2645,-,-,321,5,752
2646,-,-,1514,53,4063
2647,-,-,651,11,1494
2648,-,-,48,1,90
2649,-,-,5445,371,8588
2650,-,-,32329,2587,74860
2651,-,-,38,0,118
2652,-,-,13,1,33
2653,-,-,1,0,14
2654,-,-,0,0,58
2655,-,-,1416,7,2388
2656,-,-,25,0,82
2657,-,-,2029,47,2376
2658,-,-,6744,209,9652
2659,-,-,0,0,2
2660,-,-,14316,208,25872
2661,-,-,1556,99,3020
2662,-,-,173,0,468
2663,-,-,282,8,1085
2664,-,-,5176,229,8729
2665,-,-,2580,345,6508
2666,-,-,0,0,7483
2667,-,-,33,0,33
2668,-,-,2539,71,4223
2669,-,-,1,0,42
2670,-,-,442,4,1988
2671,-,-,2210,29,4493
2672,-,-,214,5,301
2673,-,-,213,2,756
2674,-,-,1,0,12
2675,-,-,9898,650,25004
2676,-,-,57,0,166
2677,-,-,12667,1155,18584
2678,-,-,2134,24,3281
2679,-,-,179,5,383
2680,-,-,1048,35,3142
2681,-,-,354,6,793
2682,-,-,1610,57,4320
2683,-,-,690,14,1588
2684,-,-,48,1,90
2685,-,-,5637,377,8762
2686,-,-,33681,2710,77793
2687,-,-,38,0,124
2688,-,-,13,1,33
2689,-,-,1,0,17
2690,-,-,0,0,80
2691,-,-,1416,7,2478
2692,-,-,25,0,82
2693,-,-,2043,47,2415
2694,-,-,7104,213,9862
2695,-,-,0,0,2
2696,-,-,14902,220,27256
2697,-,-,1587,105,3147
2698,-,-,173,0,644
2699,-,-,297,10,1153
2700,-,-,5439,245,9237
2701,-,-,2768,355,6876
2702,-,-,0,0,7610
2703,-,-,33,0,33
2704,-,-,2576,73,4303
2705,-,-,1,0,45
2706,-,-,498,4,2153
2707,-,-,2225,29,4596
2708,-,-,222,5,304
2709,-,-,244,2,879
2710,-,-,1,0,14
2711,-,-,10315,708,26334
2712,-,-,65,0,196
2713,-,-,13003,1190,19094
2714,-,-,2134,24,3597
2715,-,-,189,5,393
2716,-,-,1086,36,3324
2717,-,-,410,7,881
2718,-,-,1688,57,4835
2719,-,-,712,14,1699
2720,-,-,48,1,97
2721,-,-,5878,384,8996
2722,-,-,35156,2849,80229
2723,-,-,41,0,132
2724,-,-,13,1,33
2725,-,-,1,0,22
2726,-,-,0,0,94
2727,-,-,1604,8,2608
2728,-,-,36,0,99
2729,-,-,2069,48,2461
2730,-,-,7359,218,10084
2731,-,-,0,0,3
2732,-,-,15762,232,28694
2733,-,-,1627,113,3290
2734,-,-,173,0,692
2735,-,-,344,11,1215
2736,-,-,5648,257,9733
2737,-,-,2912,366,7303
2738,-,-,0,0,8192
2739,-,-,33,0,33
2740,-,-,2620,73,4510
2741,-,-,1,0,47
2742,-,-,547,4,2397
2743,-,-,2425,30,4915
2744,-,-,273,5,309
2745,-,-,266,4,923
2746,-,-,1,0,19
2747,-,-,10664,761,27654
2748,-,-,65,0,267
2749,-,-,13316,1219,19592
2750,-,-,2134,24,3952
2751,-,-,194,5,400
2752,-,-,1126,39,3467
2753,-,-,473,7,1000
2754,-,-,1968,59,5213
2755,-,-,762,15,1807
2756,-,-,48,1,99
2757,-,-,6108,399,9228
2758,-,-,37390,2969,82968
2759,-,-,52,0,157
2760,-,-,13,1,33
2761,-,-,1,0,24
2762,-,-,0,0,107
2763,-,-,1716,8,2781
2764,-,-,36,0,99
2765,-,-,2092,50,2515
2766,-,-,7501,231,10331
2767,-,-,0,0,7
2768,-,-,16395,251,30152
2769,-,-,1710,123,3496
2770,-,-,173,0,747
2771,-,-,423,11,1303
2772,-,-,5648,257,9733
2773,-,-,3119,383,7738
2774,-,-,0,0,8605
2775,-,-,33,0,33
2776,-,-,2682,75,4708
2777,-,-,1,0,51
2778,-,-,615,4,2565
2779,-,-,2480,30,5088
2780,-,-,273,5,314
2781,-,-,283,4,1073
2782,-,-,2,0,20
2783,-,-,10664,761,27654
2784,-,-,65,0,300
2785,-,-,13635,1249,20070
2786,-,-,2134,28,4448
2787,-,-,224,5,413
2788,-,-,1216,41,4087
2789,-,-,490,7,1099
2790,-,-,2132,61,5452
2791,-,-,803,15,1914
2792,-,-,50,1,103
2793,-,-,6331,412,9401
2794,-,-,39314,3060,85975
2795,-,-,52,0,172
2796,-,-,13,1,36
2797,-,-,1,0,34
2798,-,-,8,0,118
2799,-,-,1894,9,2856
2800,-,-,36,0,99
2801,-,-,2106,51,2608
2802,-,-,7641,240,10599
2803,-,-,0,0,7
2804,-,-,16999,269,31667
2805,-,-,1710,123,3580
2806,-,-,192,0,800
2807,-,-,528,13,1355
2808,-,-,6185,275,10536
2809,-,-,3303,396,8187
2810,-,-,0,0,9189
2811,-,-,33,0,33
2812,-,-,2745,75,4851
2813,-,-,1,0,51
2814,-,-,665,4,2776
2815,-,-,2499,31,5202
2816,-,-,273,5,317
2817,-,-,308,4,1160
2818,-,-,2,0,22
2819,-,-,11357,874,29943
2820,-,-,67,0,330
2821,-,-,13956,1280,20545
2822,-,-,2134,39,4854
2823,-,-,227,5,421
2824,-,-,1324,45,4285
2825,-,-,519,7,1256
2826,-,-,2519,64,5760
2827,-,-,814,16,2005
2828,-,-,52,1,103
2829,-,-,6536,414,9638
2830,-,-,40975,3169,88528
2831,-,-,58,0,272
2832,-,-,13,1,36
2833,-,-,1,0,42
2834,-,-,8,0,123
2835,-,-,1993,9,2994
2836,-,-,52,0,127
2837,-,-,2128,53,2663
2838,-,-,8004,246,10763
2839,-,-,0,0,7
2840,-,-,17527,286,33229
2841,-,-,1710,137,3650
2842,-,-,192,0,838
2843,-,-,714,13,1411
2844,-,-,6344,283,10947
2845,-,-,3465,405,8613
2846,-,-,0,0,8803
2847,-,-,33,0,33
2848,-,-,2802,77,5070
2849,-,-,1,0,57
2850,-,-,1085,4,2937
2851,-,-,2864,32,5459
2852,-,-,286,5,323
2853,-,-,386,6,1240
2854,-,-,2,0,22
2855,-,-,11861,905,31309
2856,-,-,67,0,359
2857,-,-,14365,1313,21014
2858,-,-,2134,45,5209
2859,-,-,249,5,445
2860,-,-,1506,48,4346
2861,-,-,559,8,1411
2862,-,-,2604,66,5921
2863,-,-,848,16,2096
2864,-,-,52,1,108
2865,-,-,6729,420,9849
2866,-,-,42638,3289,90787
2867,-,-,61,0,304
2868,-,-,13,1,43
2869,-,-,1,0,88
2870,-,-,10,0,127
2871,-,-,2133,9,3140
2872,-,-,52,0,127
2873,-,-,2167,55,2719
2874,-,-,8328,255,11245
2875,-,-,0,0,13
2876,-,-,18325,307,34914
2877,-,-,1809,148,3920
2878,-,-,192,1,864
2879,-,-,755,13,1537
2880,-,-,6669,301,11335
2881,-,-,3620,415,8985
2882,-,-,0,0,9227
2883,-,-,33,0,34
2884,-,-,2899,78,5269
2885,-,-,2,0,57
2886,-,-,1249,4,3092
2887,-,-,3071,33,5710
2888,-,-,286,5,327
2889,-,-,402,6,1262
2890,-,-,2,0,26
2891,-,-,0,0,2
2892,-,-,12245,984,32810
2893,-,-,67,0,387
2894,-,-,14735,1347,21521
2895,-,-,2188,52,5579
2896,-,-,254,6,451
2897,-,-,1671,51,4507
2898,-,-,592,8,1489
2899,-,-,2862,69,6041
2900,-,-,905,18,2161
2901,-,-,52,1,115
2902,-,-,6892,427,10049
2903,-,-,44517,3438,94041
2904,-,-,63,0,311
2905,-,-,13,1,44
2906,-,-,1,0,93
2907,-,-,22,0,128
2908,-,-,2282,9,3250
2909,-,-,53,0,127
2910,-,-,2232,55,2805
2911,-,-,8569,259,11600
2912,-,-,0,0,13
2913,-,-,19333,326,36841
2914,-,-,1817,156,4111
2915,-,-,239,1,895
2916,-,-,831,15,1562
2917,-,-,6871,321,11610
2918,-,-,3779,432,9328
2919,-,-,0,0,8931
2920,-,-,33,0,38
2921,-,-,3048,80,5429
2922,-,-,4,0,61
2923,-,-,1432,6,3319
2924,-,-,3266,36,5983
2925,-,-,286,5,332
2926,-,-,447,6,1398
2927,-,-,2,0,30
2928,-,-,12731,1085,34687
2929,-,-,67,0,417
2930,-,-,15101,1385,22032
2931,-,-,2260,64,5968
2932,-,-,280,6,470
2933,-,-,1820,52,4574
2934,-,-,630,8,1599
2935,-,-,2977,72,6245
2936,-,-,968,18,2244
2937,-,-,54,1,135
2938,-,-,7042,431,10241
2939,-,-,46078,3590,97648
2940,-,-,73,0,366
2941,-,-,18,1,44
2942,-,-,1,0,102
2943,-,-,22,0,128
2944,-,-,2354,9,3386
2945,-,-,67,2,157
2946,-,-,2259,59,2887
2947,-,-,8775,265,11838
2948,-,-,2,0,14
2949,-,-,20705,349,38716
2950,-,-,1993,165,4320
2951,-,-,278,1,913
2952,-,-,842,15,1643
2953,-,-,7292,345,12088
2954,-,-,3988,442,9768
2955,-,-,0,0,8315
2956,-,-,33,0,38
2957,-,-,3105,80,5680
2958,-,-,4,0,67
2959,-,-,1537,8,3498
2960,-,-,3587,36,6103
2961,-,-,286,5,334
2962,-,-,550,6,1429
2963,-,-,2,0,30
2964,-,-,13398,1214,36824
2965,-,-,69,0,463
2966,-,-,15493,1415,22527
2967,-,-,2475,70,6334
2968,-,-,297,6,486
2969,-,-,2086,53,4730
2970,-,-,672,8,1617
2971,-,-,3440,79,6516
2972,-,-,1000,19,2322
2973,-,-,62,1,239
2974,-,-,7201,440,10443
2975,-,-,47796,3717,101141
2976,-,-,77,0,385
2977,-,-,22,1,44
2978,-,-,1,0,104
2979,-,-,49,0,156
2980,-,-,2474,10,3498
2981,-,-,67,2,157
2982,-,-,2282,63,2986
2983,-,-,8898,272,12068
2984,-,-,2,0,63
2985,-,-,22047,367,40698
2986,-,-,2278,174,4484
2987,-,-,278,1,961
2988,-,-,947,21,1724
2989,-,-,7609,365,12616
2990,-,-,4206,451,10244
2991,-,-,0,0,7984
2992,-,-,33,0,38
2993,-,-,3195,82,5965
2994,-,-,4,0,87
2995,-,-,1584,8,3718
2996,-,-,3956,39,6290
2997,-,-,286,5,345
2998,-,-,631,6,1512
2999,-,-,2,0,35
3000,-,-,14945,1271,38958
3001,-,-,70,0,523
3002,-,-,15883,1448,23038
3003,-,-,2803,78,6749
3004,-,-,313,6,502
3005,-,-,2269,55,4878
3006,-,-,816,8,1711
3007,-,-,3648,81,6824
3008,-,-,1046,19,2407
3009,-,-,68,1,437
3010,-,-,7377,447,10641
3011,-,-,49346,3830,104568
3012,-,-,91,0,449
3013,-,-,22,1,44
3014,-,-,1,0,107
3015,-,-,76,0,163
3016,-,-,2594,10,3723
3017,-,-,82,2,176
3018,-,-,2327,65,3063
3019,-,-,9337,282,12401
3020,-,-,4,0,63
3021,-,-,23409,397,42687
3022,-,-,2352,182,4737
3023,-,-,315,1,1046
3024,-,-,1077,23,1785
3025,-,-,7875,385,13118
3026,-,-,4542,463,10698
3027,-,-,0,0,7436
3028,-,-,33,0,38
3029,-,-,3314,84,6163
3030,-,-,7,0,91
3031,-,-,1960,8,4049
3032,-,-,4170,39,6470
3033,-,-,293,5,352
3034,-,-,763,8,1662
3035,-,-,2,0,36
3036,-,-,15823,1327,41182
3037,-,-,74,0,564
3038,-,-,16325,1477,23544
3039,-,-,3003,88,7208
3040,-,-,337,7,518
3041,-,-,2389,59,5041
3042,-,-,905,8,1745
3043,-,-,3955,86,7000
3044,-,-,1102,19,2461
3045,-,-,80,1,549
3046,-,-,7677,459,10802
3047,-,-,50978,3950,107958
3048,-,-,91,0,458
3049,-,-,25,1,44
3050,-,-,1,0,112
3051,-,-,88,0,168
3052,-,-,2708,11,3909
3053,-,-,91,5,194
3054,-,-,2356,67,3140
3055,-,-,9566,292,12694
3056,-,-,4,0,68
3057,-,-,24547,435,44661
3058,-,-,2377,185,4974
3059,-,-,315,1,1076
3060,-,-,1111,24,1819
3061,-,-,8268,399,13615
3062,-,-,5060,475,11087
3063,-,-,0,0,6972
3064,-,-,33,0,41
3065,-,-,3316,88,6456
3066,-,-,7,0,91
3067,-,-,2166,8,4158
3068,-,-,4409,40,6650
3069,-,-,296,6,354
3070,-,-,890,8,1756
3071,-,-,5,0,36
3072,-,-,16427,1400,42829
3073,-,-,85,0,592
3074,-,-,16664,1505,24055
3075,-,-,3565,100,7722
3076,-,-,353,8,556
3077,-,-,2604,62,5220
3078,-,-,905,8,1763
3079,-,-,4135,89,7213
3080,-,-,1175,20,2543
3081,-,-,82,1,555
3082,-,-,7903,465,10935
3083,-,-,56049,4128,110744
3084,-,-,151,0,490
3085,-,-,25,1,44
3086,-,-,1,0,117
3087,-,-,92,0,177
3088,-,-,2854,11,4055
3089,-,-,95,5,202
3090,-,-,2443,71,3267
3091,-,-,9785,301,12981
3092,-,-,4,0,68
3093,-,-,25344,479,46504
3094,-,-,2766,187,5193
3095,-,-,433,1,1086
3096,-,-,1189,24,1845
3097,-,-,8268,399,13615
3098,-,-,5494,485,11494
3099,-,-,0,0,7684
3100,-,-,33,0,44
3101,-,-,3509,88,6841
3102,-,-,7,0,95
3103,-,-,2166,8,4319
3104,-,-,4644,41,6778
3105,-,-,302,6,358
3106,-,-,1036,9,1781
3107,-,-,9,0,45
3108,-,-,16500,1837,44688
3109,-,-,85,0,629
3110,-,-,17082,1533,24577
3111,-,-,3748,118,8272
3112,-,-,372,8,560
3113,-,-,2781,63,5298
3114,-,-,1121,9,1839
3115,-,-,4456,94,7530
3116,-,-,1236,20,2622
3117,-,-,85,1,649
3118,-,-,8152,476,11083
3119,-,-,57851,5537,113445
3120,-,-,159,0,500
3121,-,-,25,1,44
3122,-,-,1,0,121
3123,-,-,92,0,179
3124,-,-,2974,11,4163
3125,-,-,99,6,216
3126,-,-,2461,72,3371
3127,-,-,9849,308,13216
3128,-,-,4,0,70
3129,-,-,26782,528,48019
3130,-,-,3027,191,5406
3131,-,-,433,1,1092
3132,-,-,1216,25,1942
3133,-,-,8610,417,14091
3134,-,-,6028,495,11909
3135,-,-,0,0,8273
3136,-,-,33,0,44
3137,-,-,3641,90,7071
3138,-,-,7,0,99
3139,-,-,2642,8,4605
3140,-,-,4926,44,6942
3141,-,-,303,6,368
3142,-,-,1180,10,1864
3143,-,-,12,0,57
3144,-,-,17457,1904,47102
3145,-,-,96,0,656
3146,-,-,17430,1560,25093
3147,-,-,3952,130,8832
3148,-,-,372,8,569
3149,-,-,2914,65,5406
3150,-,-,1151,10,1895
3151,-,-,4804,102,7734
3152,-,-,1326,20,2697
3153,-,-,92,1,687
3154,-,-,8388,482,11244
3155,-,-,59166,5651,116752
3156,-,-,192,0,552
3157,-,-,30,1,44
3158,-,-,1,0,121
3159,-,-,103,0,193
3160,-,-,3047,11,4338
3161,-,-,109,7,245
3162,-,-,2538,78,3497
3163,-,-,10467,313,13542
3164,-,-,4,0,70
3165,-,-,27624,576,50193
3166,-,-,3071,192,5675
3167,-,-,556,1,1135
3168,-,-,1254,26,2023
3169,-,-,8904,435,14598
3170,-,-,6533,506,12300
3171,-,-,0,0,8703
3172,-,-,33,0,44
3173,-,-,3789,92,7518
3174,-,-,10,0,103
3175,-,-,2654,9,4777
3176,-,-,5056,44,7025
3177,-,-,306,6,374
3178,-,-,1228,10,1946
3179,-,-,13,0,58
3180,-,-,21341,1969,49979
3181,-,-,109,0,705
3182,-,-,17819,1591,25601
3183,-,-,4556,134,9218
3184,-,-,382,8,595
3185,-,-,3144,71,5555
3186,-,-,1198,11,1920
3187,-,-,4983,114,7944
3188,-,-,1415,21,2794
3189,-,-,95,1,687
3190,-,-,8632,486,11426
3191,-,-,60838,5751,120504
3192,-,-,199,0,606
3193,-,-,30,1,44
3194,-,-,1,0,130
3195,-,-,103,0,193
3196,-,-,3144,11,4512
3197,-,-,109,7,271
3198,-,-,2570,83,3615
3199,-,-,10742,323,13857
3200,-,-,5,0,70
3201,-,-,28641,625,52334
3202,-,-,3301,195,6027
3203,-,-,639,1,1155
3204,-,-,1386,26,2102
3205,-,-,9239,465,15181
3206,-,-,7001,518,12735
3207,-,-,0,0,8927
3208,-,-,35,0,45
3209,-,-,3917,96,7961
3210,-,-,11,0,103
3211,-,-,3039,9,4904
3212,-,-,5098,50,7181
3213,-,-,315,6,381
3214,-,-,1331,10,2028
3215,-,-,14,0,62
3216,-,-,23569,2035,53116
3217,-,-,118,0,725
3218,-,-,18159,1618,26141
3219,-,-,4889,144,9743
3220,-,-,388,8,619
3221,-,-,3194,75,5680
3222,-,-,1332,11,1965
3223,-,-,5210,124,8281
3224,-,-,1511,21,2912
3225,-,-,95,1,744
3226,-,-,8748,495,11582
3227,-,-,62773,5893,124331
3228,-,-,218,0,681
3229,-,-,33,1,44
3230,-,-,1,0,130
3231,-,-,125,0,198
3232,-,-,3297,11,4677
3233,-,-,118,7,286
3234,-,-,2636,92,3832
3235,-,-,10997,333,14156
3236,-,-,5,0,70
3237,-,-,30271,666,54449
3238,-,-,3353,198,6526
3239,-,-,657,1,1178
3240,-,-,1433,26,2177
3241,-,-,9638,488,15785
3242,-,-,7303,529,13090
3243,-,-,0,0,9265
3244,-,-,36,0,47
3245,-,-,4111,101,8452
3246,-,-,14,0,135
3247,-,-,3039,9,4904
3248,-,-,5529,52,7533
3249,-,-,316,6,404
3250,-,-,1394,11,2041
3251,-,-,26,0,68
3252,-,-,31294,2112,56746
3253,-,-,129,0,754
3254,-,-,18694,1638,26680
3255,-,-,5128,149,10223
3256,-,-,413,8,656
3257,-,-,3336,81,5834
3258,-,-,1335,11,1965
3259,-,-,5391,132,8697
3260,-,-,1568,21,3039
3261,-,-,117,1,836
3262,-,-,8880,501,11724
3263,-,-,64153,5984,128205
3264,-,-,232,0,777
3265,-,-,33,1,44
3266,-,-,9,0,140
3267,-,-,138,0,201
3268,-,-,3534,12,4856
3269,-,-,118,7,286
3270,-,-,2678,98,3952
3271,-,-,11274,337,14536
3272,-,-,25,0,70
3273,-,-,31316,704,56845
3274,-,-,3506,203,7072
3275,-,-,680,1,1186
3276,-,-,1450,27,2301
3277,-,-,9995,507,16594
3278,-,-,7865,540,13531
3279,-,-,0,0,9127
3280,-,-,37,0,48
3281,-,-,4331,106,8999
3282,-,-,15,0,135
3283,-,-,3360,9,5388
3284,-,-,5580,53,7612
3285,-,-,316,6,406
3286,-,-,1447,11,2275
3287,-,-,26,0,88
3288,-,-,33013,2175,59746
3289,-,-,129,0,754
3290,-,-,19349,1663,27260
3291,-,-,5557,160,10635
3292,-,-,425,8,673
3293,-,-,3382,82,5956
3294,-,-,1406,11,2073
3295,-,-,5618,137,9150
3296,-,-,1661,21,3172
3297,-,-,134,1,837
3298,-,-,9015,515,11903
3299,-,-,65744,6170,132075
3300,-,-,250,0,841
3301,-,-,33,1,44
3302,-,-,9,0,141
3303,-,-,141,0,211
3304,-,-,3720,14,5160
3305,-,-,140,8,366
3306,-,-,2700,99,4074
3307,-,-,11597,349,14930
3308,-,-,25,0,78
3309,-,-,32754,757,59377
3310,-,-,3731,210,7802
3311,-,-,759,1,1221
3312,-,-,1500,27,2344
3313,-,-,10995,550,17731
3314,-,-,8297,555,13945
3315,-,-,0,0,7832
3316,-,-,37,0,48
3317,-,-,4495,111,9372
3318,-,-,21,0,139
3319,-,-,3521,9,5586
3320,-,-,5781,55,7825
3321,-,-,322,6,411
3322,-,-,1513,12,2303
3323,-,-,27,0,91
3324,-,-,36602,2233,62655
3325,-,-,152,1,864
3326,-,-,19909,1684,27825
3327,-,-,5916,169,11025
3328,-,-,437,8,727
3329,-,-,3531,85,6088
3330,-,-,1469,11,2137
3331,-,-,5730,142,9399
3332,-,-,1749,21,3310
